===== PowerBlade =====
^ #     ^ Device Type  ^ Device Hostname              ^ IP Address                             ^ Device ID                 ^ Location              ^ Description                       ^ Notes                                 ^
| @#FFCB05:PowerBlade  ||||||||
| ~~#~~ | PowerBlade   |                              |                                        | c0:98:e5:70:00:de        | SkySpecs              | Collab Rm                    | Table strip south  |
| ~~#~~ | PowerBlade   |                              |                                        | c0:98:e5:70:01:2f        | SkySpecs              | Basement                     | SD tower  |
| ~~#~~ | PowerBlade   |                              |                                        | c0:98:e5:70:01:34        | SkySpecs              | Basement                     | Phone  |
| ~~#~~ | PowerBlade   |                              |                                        | c0:98:e5:70:01:2c        | SkySpecs              | Basement                     | Comscope  |
| ~~#~~ | PowerBlade   |                              |                                        | c0:98:e5:70:00:B0        | 4908                  | Brad Desk                    | Oscilloscope  |
| ~~#~~ | PowerBlade   |                              |                                        | c0:98:e5:70:01:39        | SkySpecs              | Hallway                      | Small coffee maker  |
| ~~#~~ | PowerBlade   |                              |                                        | c0:98:e5:70:01:3f        | SkySpecs              | Work room                    | Drill charger  |
| ~~#~~ | PowerBlade   |                              |                                        | c0:98:e5:70:01:36        | SkySpecs              | Work room                    | New monitor  |
| ~~#~~ | PowerBlade   |                              |                                        | c0:98:e5:70:01:33        | SkySpecs              | Floating                     |   |
| ~~#~~ | PowerBlade   |                              |                                        | c0:98:e5:70:01:35        | SkySpecs              | Floating                     |   |
| ~~#~~ | PowerBlade   |                              |                                        | c0:98:e5:70:01:3e        | SkySpecs              | Floating                     |   |
| ~~#~~ | PowerBlade   |                              |                                        | c0:98:e5:70:01:42        | SkySpecs              | Floating                     |   |
| ~~#~~ | PowerBlade   |                              |                                        | c0:98:e5:70:01:3d        | SkySpecs              | Floating                     |   |

